@relation citibike_discretized-8bins-eqwidth-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute dayinyear numeric
@attribute hour numeric
@attribute TemperatureF numeric
@attribute 'Dew PointF' numeric
@attribute Humidity numeric
@attribute 'Sea Level PressureIn' numeric
@attribute VisibilityMPH numeric
@attribute 'Wind SpeedMPH' numeric
@attribute 'Gust SpeedMPH' numeric
@attribute PrecipitationIn numeric
@attribute Events=Fog-Rain numeric
@attribute Events=Rain numeric
@attribute Events=Snow numeric
@attribute Events=Fog-Snow numeric
@attribute Events=Fog numeric
@attribute 'Conditions=Mostly Cloudy' numeric
@attribute Conditions=Overcast numeric
@attribute 'Conditions=Light Rain' numeric
@attribute 'Conditions=Heavy Rain' numeric
@attribute 'Conditions=Scattered Clouds' numeric
@attribute Conditions=Clear numeric
@attribute 'Conditions=Partly Cloudy' numeric
@attribute Conditions=Rain numeric
@attribute Conditions=Haze numeric
@attribute Conditions=Unknown numeric
@attribute 'Conditions=Light Snow' numeric
@attribute Conditions=Snow numeric
@attribute 'Conditions=Heavy Snow' numeric
@attribute 'Conditions=Light Freezing Rain' numeric
@attribute Conditions=Fog numeric
@attribute numtrips {'\'(-inf-550.375]\'','\'(550.375-1099.75]\'','\'(1099.75-1649.125]\'','\'(1649.125-2198.5]\'','\'(2198.5-2747.875]\'','\'(2747.875-3297.25]\'','\'(3297.25-3846.625]\'','\'(3846.625-inf)\''}

@data
0.087912,0.391304,0.742213,0.828261,0.586207,0.497076,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.967033,0.304348,0.818475,0.85,0.471264,0.467836,1,0.579909,0.2,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.967033,0.695652,0.881847,0.816304,0.310345,0.502924,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.296703,0.304348,0.634801,0.816304,0.850575,0.497076,0.387755,0.210046,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.428571,0.695652,0.473684,0.566304,0.574713,0.614035,0.693878,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.725275,0.565217,0.603652,0.522826,0.252874,0.415205,1,0.210046,0.152174,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.725275,0.695652,0.634801,0.458696,0.137931,0.426901,1,0.525114,0.2,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.96978,0.869565,0.742213,0.892391,0.758621,0.54386,0.489796,0,?,0.016949,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.799451,0.73913,0.461869,0.501087,0.448276,0.754386,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.972527,0.304348,0.667025,0.718478,0.494253,0.561404,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.197802,0.695652,0.94522,0.957609,0.448276,0.549708,0.693878,?,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.972527,0.608696,0.80666,0.675,0.206897,0.520468,1,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.972527,0.826087,0.773362,0.620652,0.183908,0.508772,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.296703,0.652174,0.742213,0.804348,0.528736,0.45614,0.795918,0,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.335165,0.304348,0.580021,0.718478,0.712644,0.649123,0.489796,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.975275,0.478261,0.75188,0.684783,0.287356,0.526316,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.063187,0.695652,0.818475,0.828261,0.425287,0.426901,1,0,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.252747,0.304348,0.603652,0.730435,0.678161,0.561404,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.802198,0.565217,0.645542,0.446739,0.114943,0.690058,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.978022,0.782609,0.742213,0.752174,0.413793,0.549708,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.549451,0.782609,0.398496,0.425,0.413793,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.31044,0.304348,0.570354,0.684783,0.643678,0.473684,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.46978,0.347826,0.344791,0.425,0.528736,0.637427,0.897959,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.145604,0.521739,0.828142,0.761957,0.298851,0.549708,1,0.420091,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.252747,0.652174,0.80666,0.761957,0.333333,0.502924,1,0,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.230769,0.608696,0.655209,0.598913,0.298851,0.538012,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.087912,0.608696,0.84855,0.804348,0.333333,0.48538,1,?,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.14011,0.304348,0.75188,0.85,0.609195,0.660819,0.795918,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.184066,0.304348,0.591837,0.642391,0.482759,0.701754,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.211538,0.304348,0.634801,0.772826,0.712644,0.590643,1,0,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.299451,0.304348,0.570354,0.642391,0.528736,0.45614,1,0.369863,0.052174,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.986264,0.304348,0.731472,0.91413,0.850575,0.555556,0.693878,0.210046,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.986264,0.652174,0.84855,0.926087,0.574713,0.491228,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.197802,0.869565,0.881847,0.93587,0.528736,0.573099,0.795918,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.14011,0.565217,0.90333,0.804348,0.264368,0.637427,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.173077,0.782609,0.796992,0.957609,0.781609,0.397661,0.795918,0,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.989011,0.652174,0.838883,0.880435,0.494253,0.461988,1,0.315068,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.211538,0.869565,0.655209,0.706522,0.494253,0.649123,1,0.315068,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.692308,0.782609,0.495166,0.458696,0.298851,0.368421,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.173077,0.826087,0.796992,0.947826,0.758621,0.409357,0.693878,0.159817,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.991758,0.608696,0.818475,0.828261,0.425287,0.625731,1,0.159817,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.302198,0.478261,0.634801,0.608696,0.344828,0.532164,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.162088,0.869565,0.742213,0.880435,0.724138,0.573099,1,0.210046,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.543956,0.391304,0.41783,0.561957,0.724138,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.994505,0.478261,0.84855,0.772826,0.287356,0.71345,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.994505,0.608696,0.881847,0.718478,0.183908,0.695906,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.994505,0.826087,0.75188,0.782609,0.45977,0.695906,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.81044,0.391304,0.591837,0.66413,0.54023,0.380117,1,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.167582,0.608696,0.860365,0.947826,0.597701,0.450292,0.693878,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.997253,0.478261,0.828142,0.816304,0.390805,0.678363,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.997253,0.73913,0.785177,0.782609,0.402299,0.637427,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.233516,0.521739,0.655209,0.620652,0.333333,0.532164,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.730769,0.782609,0.301826,0.195652,0.172414,0.631579,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.167582,0.73913,0.860365,0.93587,0.574713,0.438596,0.897959,0.315068,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
1,0.391304,0.763695,0.85,0.586207,0.602339,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.233516,0.652174,0.731472,0.598913,0.195402,0.48538,1,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.373626,0.391304,0.386681,0.36087,0.310345,0.695906,1,0.474886,0.052174,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.167582,0.782609,0.860365,0.93587,0.574713,0.438596,0.897959,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(1649.125-2198.5]\''
0.285714,0.521739,0.625134,0.706522,0.563218,0.777778,1,0.315068,0.152174,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.024725,0.782609,0.860365,0.91413,0.517241,0.45614,0.897959,0.210046,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.206044,0.73913,0.645542,0.654348,0.402299,0.573099,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.145604,0.826087,0.773362,0.752174,0.367816,0.573099,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.917582,0.521739,0.721805,0.66413,0.298851,0.649123,1,0.579909,0.352174,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.071429,0.521739,0.80666,0.838043,0.471264,0.578947,1,0,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.758242,0.347826,0.473684,0.468478,0.356322,0.637427,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.285714,0.652174,0.634801,0.696739,0.517241,0.760234,1,0.630137,0.252174,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.129121,0.782609,0.763695,0.752174,0.37931,0.695906,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.346154,0.347826,0.355532,0.327174,0.298851,0.918129,1,0.315068,0.052174,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.818681,0.347826,0.516649,0.391304,0.172414,0.584795,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.92033,0.521739,0.773362,0.577174,0.126437,0.74269,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.005495,0.73913,0.80666,0.990217,0.862069,0.672515,0.897959,0.159817,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.222527,0.565217,0.796992,0.761957,0.344828,0.578947,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.777473,0.347826,0.495166,0.36087,0.16092,0.672515,1,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.307692,0.826087,0.603652,0.598913,0.37931,0.578947,1,0.26484,0.1,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.164835,0.782609,0.828142,0.870652,0.494253,0.479532,0.795918,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.32967,0.391304,0.461869,0.479348,0.402299,0.80117,1,0.26484,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.387363,0.73913,0.410311,0.413043,0.367816,0.672515,1,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.923077,0.695652,0.80666,0.740217,0.298851,0.590643,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.304945,0.652174,0.625134,0.51087,0.206897,0.526316,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.120879,0.391304,0.655209,0.654348,0.390805,0.473684,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.848901,0.391304,0.591837,0.522826,0.264368,0.520468,1,0,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.32967,0.695652,0.528464,0.501087,0.321839,0.77193,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.071429,0.652174,0.828142,0.838043,0.425287,0.555556,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.925824,0.695652,0.828142,0.828261,0.413793,0.450292,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.340659,0.695652,0.634801,0.66413,0.448276,0.345029,1,0.369863,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.288462,0.347826,0.558539,0.675,0.643678,0.77193,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.258242,0.826087,0.731472,0.772826,0.482759,0.590643,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.928571,0.391304,0.721805,0.838043,0.655172,0.467836,0.795918,0.210046,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.315934,0.391304,0.452202,0.501087,0.471264,0.51462,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.928571,0.826087,0.742213,0.838043,0.609195,0.409357,0.795918,0,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.222527,0.652174,0.773362,0.761957,0.37931,0.567251,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.131868,0.652174,0.763695,0.718478,0.321839,0.654971,1,0.315068,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.18956,0.608696,0.818475,0.772826,0.333333,0.461988,1,0.420091,0.252174,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.162088,0.695652,0.796992,0.880435,0.586207,0.549708,1,0.26484,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.879121,0.608696,0.688507,0.620652,0.275862,0.573099,1,0.159817,0.152174,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.931319,0.826087,0.75188,0.696739,0.310345,0.385965,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.288462,0.826087,0.580021,0.706522,0.678161,0.719298,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.090659,0.826087,0.75188,0.859783,0.632184,0.473684,1,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.063187,0.391304,0.80666,0.870652,0.54023,0.391813,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.228022,0.565217,0.688507,0.654348,0.333333,0.421053,1,0.420091,0.1,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.934066,0.652174,0.742213,0.706522,0.333333,0.473684,1,0.159817,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.934066,0.826087,0.742213,0.696739,0.321839,0.497076,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.782967,0.608696,0.742213,0.501087,0.08046,0.643275,1,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.782967,0.652174,0.731472,0.468478,0.068966,0.631579,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.120879,0.695652,0.742213,0.718478,0.356322,0.491228,1,0.474886,0.1,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.936813,0.521739,0.796992,0.730435,0.298851,0.555556,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.936813,0.652174,0.828142,0.752174,0.287356,0.520468,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.936813,0.782609,0.818475,0.740217,0.287356,0.508772,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.695055,0.347826,0.495166,0.522826,0.425287,0.345029,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.178571,0.391304,0.709989,0.761957,0.505747,0.555556,1,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.881868,0.521739,0.645542,0.544565,0.229885,0.643275,1,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.134615,0.347826,0.709989,0.816304,0.632184,0.619883,0.795918,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.881868,0.73913,0.645542,0.534783,0.206897,0.625731,1,?,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.93956,0.565217,0.860365,0.730435,0.218391,0.502924,1,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.93956,0.695652,0.818475,0.740217,0.287356,0.491228,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.200549,0.391304,0.818475,0.93587,0.666667,0.497076,0.489796,0,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.186813,0.521739,0.796992,0.642391,0.183908,0.573099,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.785714,0.521739,0.700322,0.730435,0.45977,0.608187,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.785714,0.608696,0.731472,0.718478,0.37931,0.578947,1,0.369863,0,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.785714,0.73913,0.763695,0.740217,0.356322,0.555556,1,0.315068,0.052174,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.818681,0.782609,0.516649,0.479348,0.310345,0.473684,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.302198,0.608696,0.634801,0.675,0.471264,0.48538,1,0.210046,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.291209,0.826087,0.603652,0.66413,0.505747,0.649123,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.228022,0.73913,0.645542,0.632609,0.367816,0.444444,1,0.159817,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.945055,0.695652,0.773362,0.902174,0.701149,0.538012,0.591837,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.054945,0.73913,0.870032,0.838043,0.356322,0.508772,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.71978,0.782609,0.483351,0.403261,0.229885,0.438596,0.897959,0.525114,0.252174,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.302198,0.565217,0.634801,0.620652,0.367816,0.497076,1,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.947802,0.347826,0.625134,0.794565,0.816092,0.619883,1,0.420091,?,0,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.887363,0.391304,0.676692,0.598913,0.264368,0.619883,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.947802,0.826087,0.676692,0.804348,0.689655,0.608187,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.887363,0.695652,0.796992,0.544565,0.08046,0.54386,1,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.247253,0.782609,0.634801,0.730435,0.597701,0.614035,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.239011,0.695652,0.676692,0.761957,0.574713,0.573099,1,0.159817,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
0.854396,0.782609,0.558539,0.740217,0.850575,0.619883,0.693878,0.26484,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(2198.5-2747.875]\''
